sentences,labels
DSM Desotech B.V.,0
3150 AB HOEK VAN HOLLAND,0
THE NETHERLANDS,0
DSM,0
BRIGHT SCIENCE. BRIGHTER LIVING.,0
PAGE 1 /4,0
Desotech bv - Versteijnen,0
Prometheusstraat 2,0
5048 CC TILBURG,0
THE NETHERLANDS,0
Our VAT-number,0
Our EORl-number,0
Item Product,0
NLOOI 188318B01,0
NL002412718B01,0
: NLOOI 188318,0
Batch,0
D28LG1623,0
: 4500319531,0
. 07.03.2019,0
D02AH0110,0
4500319531,0
07.03.2019,0
D03AH0121,0
: 4500319531,0
07.03.2019,0
D04AH0131,0
: 4500319531,0
Date: 07.03.2019,0
Currency,0
1,0
2,0
3,0
4,0
Intermediate DG-0045,0
C.C.N. - ORIGIN,0
Intermediate DG-0045,0
C.C.N. - ORIGIN,0
Intermediate DG-0045,0
C.C.N. - ORIGIN,0
Intermediate DG-0045,0
C.C.N. - ORIGIN,0
Packaging,0
3 IBC,0
5 IBC,0
5 IBC,0
5 IBC,0
3000100 KG,0
"5000,OO KG",0
"5000,OO KG",0
"5000,OO KG",0
1 10371298,0
810390377,0
Price/Unit,0
"5,42 / KG",0
"5,42 / KG",0
"5,42 / KG",0
"5,42 / KG",0
"16260,oo",0
"27100,oo",0
"27100,oo",0
27100100,0
apply.,0
o,0
MIWON Europe GmbH • Zeppelinstraße 26 • D-47638 Straelen,0
DSM Desotech B. V.,0
NL-3150 AB Hoek van Holland,0
Page,0
Batch,0
Delivety note,0
Agent,0
MIWON Europe GmbH,0
Zeppelinstraße 26,0
D-47638 Straelen,0
Internet: www.miramer.com,0
E-Mail: sales.eu@mwc.co.kr,0
Tel.: +49 (0) 2834/944671-0,0
Fax: +49 (0) 2834/944671-99,0
"Straelen, 08.03.2019",0
: 10320,0
: 2019/20527,0
Delivery terms,0
: 4500322249,0
: 19.12.2018,0
: DDP,0
: NL002412718B01,0
Item-No.,0
M240T,0
Product,0
Miramer M240,0
Bisphenol A (EO)4 Diacrylate,0
1901234N2,0
Quantity,0
20000 kg,0
"4,83 USD/kg",0
3205 0000 0041 0015 79,0
Steueffreie innergemeinschaftliche Lieferung lt. 4 Nr. 1b i. V.m. 6a UStG,0
Value,0
The goods remain our ownership until they have been paid.,0
Sparkasse Krefeld,0
BLZ 320 500 OO,0
Kto.-Nr.: 410015 79,0
IBAN: DE69 3205 0000 00410015 79,0
"Amtsgericht Kleve, HRB 11251",0
BIC: SPKRDE33,0
"Director:Dave Dijkhuis, llsoon Kim",0
USt.-1dNr.: DE 813 289 581,0
MEDITERRANEAN SHIPPING COMPANY (NEDERLAND) BV,0
DSM DESOTECH BV,0
POSTBUS 68,0
3150 AB Hoek van Holland,0
Netherlands,0
Westblaak 216-218,0
3012 KP Rotterdam,0
Tel. (0)10 2178600,0
Fax. (0)10 4334631,0
Bankers:,0
Bank name CITIBANK INTERNATIONAL PLC,0
SWIFT code: CITINL2X,0
Account Numbers:,0
Chamber of Commerce nr. 24237526,0
vessel name:,0
voyage number:,0
Sailing date:,0
8/3/2019,0
SL9190308142E,0
loading port:,0
discharging port,0
final destination:,0
booking number:,0
company,0
1000104281,0
Rotterdam,0
Shanghai,0
356SL1474329,0
Page: 1,0
MARIT MAERSK,0
910E,0
13-03-2019,0
MEDURP093046,0
Container number: SZLU9268492 Type: 40HR,0
Name,0
Short description of cargo: Paints and varnishes (including enamels and lacque,0
Pre aid/CoIIect,0
V nits/Perc,0
Currenc,0
unit Rate,0
Switzerland.,0
"1 ,721.00",0
"1,527.39",0
currenc,0
Oceanfreight,0
Prepaid,0
1,0
0.8875,0
0,0
"1,527.39",0
CMA CGM HOLLAND BV,0
ACHTERDIJK 51-55,0
3161 EB..RHOON,0
NETHERLANDS,0
TEL:31 (0) 10 2998199 FAX:31 (0) 10 2998193,0
CMA CGM,0
COPY,0
Customer: 0000076452/001,0
Booking Ref: RTM0897815,0
NLEX1062569,0
Date: 07-MAR-2019,0
CMA CGM HOLLAND BV,0
ACHTERDIJK 51-55,0
3161 EB..RHOON,0
NETHERLANDS,0
TEL:31 (0) 10 2998199 FAX:31 (0) 10 2998193,0
DSM DESOTECH BV,0
POSTBUS 68,0
3150 AB..HOEK VAN HOLLAND,0
NETHERLANDS,0
JEANNE KOSTER Tel: +31 10 2998167,0
Invoiced By:,0
NL002412718B01,0
Call Date: 12 FEB 2019,0
Voyage: OVB29WIMA,0
Load Port:,0
Customs Ref:,0
Commodity Code,0
390950,0
vessel: CMA CGM CHATEAU D'IF,0
Discharge Port:,0
"CHARLESTON, SC",0
ROTTERDAM,0
Description,0
Package,0
40ST,0
Qty,0
1,0
Container Number(s): CMAU8052129,0
Quote Reference:,0
40ST C BASIC FREIGHT,0
40ST C Export documentation fee,0
40ST C Dangerous goods additional (sea).,0
Rate of Exchange,0
Service Contract:,0
1 UNI,0
1 FIX,0
1 UNI,0
19-0095,0
Rate Currency,0
"1, IOO.OOUSD",0
O.OOUSD,0
"1 , 100.00",0
0,0
300,0
"1 ,400.00",0
987.2,0
0,0
269.24,0
0,0
"1 , 256.44",0
2006/112/CE,0
One Thousand Two Hundred Fifty-Six And Forty-Four,0
4 QUAI D'ARENC,0
13002 MARSEILLE-FRANCE,0
FR72562024422,0
Carrier No. NLCMA2766351,0
BAN: NL94BNPA0227667352 SWIFT: BNPANL2A,0
BENEFICIARY: CMA CGM & ANL SECURITIES,0
BNP PARIBAS,0
HERENGRACHT 595 1017 CE,0
POSTBUS 10042,0
AMSTERDAM,0
1001 EA NETHERLANDS NH,0
Account Number-0227667352 (EUR),0
of the payer-remitter.,0
Page 1 of 1,0
D,0
Shipped from:,0
DESOTECH,0
1101 HWY 27 S,0
"STANLEY, NC 28164-2206",0
0745A000029834X2 77366010035652,0
MB 01 044974 02280 H 122 D,0
DESOTECH,0
DEBBIE PLATT,0
112 ST CHARLES ST,0
"ELGIN, IL 60120-8443",0
Page 1 of 4,0
R578,0
Sign up for electronic billing today!,0
Visit ups.com/billing,0
(800) 811-1648,0
Monday - Friday,0
8:00 a.m. - 9:00 p.m. E.T.,0
or write:,0
UPS,0
"Philadelphia, PA 19170-0001",0
lnæntive Savings,0
See incentive summary section for details.,0
Account Status Summary,0
Thank you for using UPS.,0
Summary of Charges,0
$19.05 ,0
$167.56 ,0
$417.21 ,0
$584.77 ,0
Page,0
3,0
4,0
Inbound,0
Inbound Third Party,0
Adjustments & Other Charges,0
Service Charges,0
$150.06 ,0
$3.00 ,0
$14.50 ,0
$167.56 ,0
ups.com/invoiceguide.,0
2019,0
Service at ups.com for details),0
"ups.com. For moæ information, plææ visit ups.com.",0
Return Portion,0
DESOTECH,0
DEBBIE PLAIT,0
1122 ST CHARLES ST,0
"ELGIN, IL 60120-8443",0
make the appropriate changes,0
29B3qx,0
44974 1/2,0
3,0
UPS,0
LOCKBOX 577,0
"CAROL STREAM, IL 60132-0577",0
030219 0745,0
$167.56 ,0
Incentives,0
Inbound,0
Service,0
Incentive Level,0
Third Party Billing Service,0
Basic,0
Fuel Surcharge,0
Count,0
3/2/2019,0
3,0
3/2/2019,0
Incentive Plan,0
Published Incenüve,0
Page 2 of 4,0
Account Status,0
Charges,0
3.82,0
-0.82,0
-1.2,0
000029834X089,0
2/9/2019,0
2/16/2019,0
2/23/2019,0
$159.56 ,0
$165.59 ,0
$92.06 ,0
$417.21 ,0
Basic,0
Delivery Area Surcharge,0
Basic,0
3/2/2019,0
3,0
3/2/2019,0
1,0
CNXQTXJ,0
-15.35,0
76.73,0
CNXRNYE,0
2.8,0
-l .68,0
-19.05,0
-19.05,0
been made for any outstanding invoices.,0
187,0
1660858/DSM03/PO#52785,0
1661010/DSM03/PC*t90116-oo,0
on-IER CHARGES,0
36.23,0
43.96,0
52.12,0
17.75,0
17.5,0
167.56,0
Pagel of 4,0
0346AOOOOE633608,0
7.74E+13,0
AB 01 023424 67717 H 68 A,0
39X0,0
Sign up for electronic billing today!,0
Visit ups.com/billing,0
(800) 811-1648,0
Monday - Friday,0
8:00 am. - 9:00 p.m. ET.,0
or write:,0
UPS,0
Philadelphi4 PA 19170-0001,0
112 ST CHARLES ST,0
"ELGIN, IL 60120-.8498",0
lnæntive Savings,0
See incentive summary section for details.,0
Account Status Summary,0
Thank you for using UPS,0
Summary of Charges,0
$5.70 ,0
$212.45 ,0
$173.50 ,0
$385.95 ,0
Page,0
3,0
3,0
3,0
Outbound,0
UPS WorldShip,0
Inbound,0
Collect,0
Adjustments & Other Charges,0
Service Charges,0
$11.36 ,0
$180.10 ,0
$6.49 ,0
$14.50 ,0
$212.45 ,0
Questions about our cha es?,0
ups.com/invoiceguide.,0
2019,0
Service at ups.com for details),0
"ups.com. For more information, visit ups.com.",0
) Return Portion,0
1122 ST CHARLES ST,0
"ELGIN, IL 60120-8498",0
1.2 make appropriate changes above.,0
023424 12,0
14,0
UPS,0
LOCKBOX 577,0
"CAROL STREAM, IL 60132-0577",0
000002112LlSO,0
$212.45 ,0
Page 2 of 4,0
Account Status,0
Incentives,0
Outbound,0
Service,0
Incentive Level,0
Fuel Surcharge,0
Count,0
3/2/2019,0
Incentive Plan,0
Published,0
Charges,0
13.28,0
Incentive,0
-0.19,0
CNXVZWH,0
-2.66,0
-2.85,0
0000E63360069,0
Account Status,0
2/9/2019,0
$67.92 ,0
Ground Commercial Package,0
Basic,0
Incentives,0
Inbound,0
Service,0
Incentive Level,0
Fuel Surcharge,0
03/0212019,0
1,0
Count,0
3/2/2019,0
0000E63360079,0
OOOOE63360089,0
2/16/2019,0
2/23/2019,0
Incentive Plan,0
$104.14 ,0
$69.36 ,0
$173.50 ,0
Published,0
Charges,0
Incenåve,0
-0_19,0
been made for any outstanding invoices.,0
Basic,0
3/2/2019,0
1,0
13.28,0
CNXVZWH,0
-2.66,0
-2.85,0
-5.7,0
Additive Manufacturing Users Group,0
2019 AMUG Conference,0
"March 31 - April 4, 2019",0
Hilton Chicago,0
"Chicago, Illinois, USA",0
Billing Info,0
DSM,0
1122 St. Charles Street,0
Elgin,0
USA 60120,0
AMUG19-102018-0048,0
Item,0
2019 AMUG Diamond Sponsorship,0
SPONSOR CANCELLATION AND REFUND POLICY,0
Contact,0
Stacey Stacey Siler,0
Global Marketing Communications,0
stacey.siler@dsm.com,0
2244020913,0
VRNSS9VVGQG,0
"$35,000.00 ",0
"Wednesday, October 3, 2018",0
AMUG19-102018-0048,0
Sponsor,0
03-0ct-2018 / 7:06 AM CT,0
uantity,0
1,0
"$35,000.00 ",0
"$35,000.00 ",0
PAYMENTS:,0
Mail Checks to:,0
Additive Manufacturing Users Group,0
"Milwaukee, WI 53203",0
Wire Transfer:,0
Chase Bank,0
Routing # 071000013,0
Account# 018071252,0
Swift Code CHASUS33,0
"The Tradeshow Network Marketing Group, Inc.",0
1900 E Tyler Rd Ste 900,0
"Saint Charles, IL 60174",0
Phone: 630-443-7007,0
Sold To:,0
DSM Functional Materials,0
1122 St. Charles Street,0
"Elgin, IL 60120",0
Ship to:,0
Stacey Siler,0
4702025706,0
T,0
E TRADESHOW,0
DSMDOOI,0
Quantity,0
1,0
2,0
Description,0
Item,0
2020REN512,0
BANST524,0
20x20 Rental Exhibit as per proposal,0
Bannerstand as per proposal,0
Salesperson,0
101,0
"10,322.50",0
491.25,0
3/5/2019,0
"10,322.50",0
982.5,0
Subtotal:,0
Payment/Credit Applied:,0
"$11 ,305.oo",0
78.6,0
"$11 ,383.60",0
0,0
"$11 ,383.60",0
HEL-m,0
GEGRUNDET 1900,0
P.O.BOX,0
DSM140464535,0
DSM Engineering Plastics B. V. /,0
1040 Financial Service Center,0
HEd.-m,0
"60,00",0
"255,00",0
"255,00",0
"255,00",0
i.,0
10 30 60,0
D-20021 HAMBURG,0
TELEPHONE,0
FAX,0
E-MAIL,0
INTERNET,0
Hamburg,0
+49 1 40 / 2375 0,0
+49140 12375 1845,0
info@helmag.com,0
27 1 120102029,0
28.02 .19 / Hö,0
NL,0
6130,0
Quantity:,0
Product:,0
AA Sittard,0
"20,100",0
MT,0
E-G1ass Chopped Strands,0
"E6CRIO-4,5-568H",0
"Origin: Jushi Group,",0
Our Contract No.:,0
14221,0
033/01,0
6403030,0
Egypt,0
Date:,0
Date:,0
Date:,0
29.11 .18,0
28.02. 19,0
Debit Note No. 6700464,0
4500577045,0
Extra costs:,0
Unloading time 7 . 00,0
14.15,0
We ask for immediate payment.,0
accounts.receivable@helma .com,0
COMMERZBANK AG,0
IBAN: DE14 2004 0000 0611 4334 00,0
ACCT.-NO: 6 114 334,0
HYPOVEREINSBANK,0
'BAN. DE22 2003 0000 0000 2060 45,0
ACCT.-NO.: 206 045,0
Vollm.,0
BIC SWIFT-CODE.,0
COBADEFF,0
BIC 1 SWIFT-CODE:,0
HW MM3,0
ner,0
0 00,0
HEL-m,0
i . A. Yvonne Fil es,0
"CHAIRMAN OF THE SUPERVISORY BOARD, DIETER SCH ABEL",0
"EXECUTIVE BOARD. HANS-CHRISTIAN SEVERS, CHAIRMAN",0
VOLKER SEEBECK • STEPHAN SCHNABEL BERND STOIBER DR. JOHN LÜHRS,0
"REGISTERED OFFICE, HAMBURG REGISTRY COURT: HAMBURG HRB 22263",0
NORDKANALSTRASSE 28 0-20097 HAMBURG,0
DSM Engineering Plastics B. V. /,0
1040 Financial Service Center,0
HA-m,0
"255,00",0
"255,00",0
HEL-m,0
GEGRUNDET 1900,0
P.O.BOX,0
10 30 60,0
0-20021 HAMBURG,0
TELEPHONE,0
E-MAIL,0
INTERNET,0
Hamburg,0
+49 / 40 / 2375 0,0
+49 140 12375 1845,0
info@helmag.com,0
www.helmag.com,0
27 1 120102029,0
28. 02.19 / Hö,0
NL,0
6130,0
Quantity:,0
Product:,0
AA Sittard,0
"20,100",0
MT,0
E -Glass Chopped Strands,0
"E6CRIO-4,5-568H",0
"Origin: Jushi Group,",0
Our Contract No.:,0
14221,0
033/01,0
6403030,0
Egypt,0
Date:,0
Date.,0
Date:,0
29.11. 18,0
28.02. 19,0
Debit Note No. 6700464,0
4500577045,0
Extra costs :,0
Unloading time 7 . 00,0
14.15,0
We ask for immediate payment.,0
accounts.receivable@helmag.c,0
COMMERZBANK AG,0
IBAN: DE14 2004 0000 0611 4334 00,0
ACCT.-NO.. 6 114 334,0
HYPOVEREINSBANK,0
IBAN: DE22 2003 0000 0000 2060 45,0
ACCT.-NO: 206 045,0
BIC SWIFT-CODE.,0
C ADEFF,0
IC / SWIFT-C E:,0
HWEDEM,0
i. Vollm. HÖp ex/,0
REI-m,0
i . A. Yvonne Filges,0
CHAIRMAN OF THE SUPERVISORY BOARD: DIETER SCHNABEL,0
"EXECUTIVE BOARD: HANS-CHRISTIAN SIEVERS, CHAIRMAN",0
VOLKER SEEBECK STEPHAN SCHNABEL • BERND STOIBER DR. JOHN LÜHRS,0
REGISTERED OFFICE. HAMBURG • REGISTRY COURT: HAMBURG HRB 22263,0
NORDKANALSTRASSE 28 • 0-20097 HAMBURG,0
PAGE 1/1,0
Intemal Ref.,0
90000500,0
ARPADIS BENELUX N.V.,0
DESGUINLEI 88 A,0
2018 ANTWERP,0
BELGIUM,0
Contact Person : Ingrid Neefs,0
Tel. +32 (3)2 06 93 81 -Fax +32 33 72 07,0
90032890,0
Buyer :,0
102161,0
28.02.2019,0
DSM ENGINEERING PLASTICS BV,0
URMONDERBAAN 22,0
6167 RD GELEEN,0
Netherlands,0
Contact Person : Wia van Hulst,0
Tel.+ 31 (6 ) 30 04 23 54,0
Email : Wia.Hulst-van@dsm.com,0
Email: i.neefs@arpadis.com,0
Delivery address,0
DSM ENGINEERING PLASTICS STANYL,0
"CHEMELOT ENTRANCE GAT 6,",0
PRINS MAURITSLAAN 220,0
"6167 RC,GELEEN",0
Netherlands,0
Country of origin of goods,0
CN,0
Pos. Article,0
Incoterms,0
DAP GELEEN,0
Quantity,0
Type,0
Unit,0
10 M00007-04,0
"1.280,oo",0
El-JR/ *000 KG,0
"30.720,oo",0
Currency,0
ADIPIC ACID BIGBAG IOOOKG,0
Country of origin of goods: China,0
HS Code : 29171200,0
Exemption export - article 146 Council Directive 20061112/EC.,0
GENERAL CONDITIONS OF SALE:,0
"""http://w,wv.arpadis.com/sales-and-purchase-conditions""",0
Deze vordenng werd gec eerd gan,0
KBC Commercial finance nv,0
Havenlann 6,0
1080 Brußel-,0
KBC Commerical Finance nv moet onmiddellijk,0
verwittigd worden van elk dispuut.,0
TeL:+32 2 645 39 - ; +32 2 646 06 89,0
Email:disn kbccomfln.be,0
Betaling kan slecbts gesc eden aan,0
KBC Commercial Finance nv op rekening:,0
IBAN:BE18 7310 2374 4965,0
BIC:KREDBEBB,0
: 31.05.2019,0
KBC Commercial Finance NV,0
Belgium,0
NC : 731-0237449-65,0
SWIFT : KREDBEBB,0
IBAN : BE18731023744965,0
Value,0
Nr.,0
PAGE 1/1,0
Intemal Ref.,0
90000544,0
ARPADIS BENELUX N.V.,0
DESGUINLEI 88 A,0
2018 ANTWERP,0
BELGIUM,0
Contact Person : Ingrid Neefs,0
Tel. +32 (3) 2 06 9381 - Fax +32 (3)2 33 72 07,0
90032937 07.032019,0
Buyer :,0
102161,0
DSM ENGINEERING PLASTICS BV,0
URMONDERBAAN 22,0
6167 RD GELEEN,0
Netherlands,0
Contact Person : Wia van Hulst,0
Tel.+ 31 (6) 30 0423 54,0
Email : Wia.Hulst-van@dsm.com,0
Email: i.neefs@arpadis.com,0
Delivery address,0
DSM ENGINEERING PLASTICS STANYL,0
"CHEMELOT ENTRANCE GAT 6,",0
PRINS MAURITSLAAN 220,0
"6167 RC,GELEEN",0
Netherlands,0
Country of origin of goods,0
CN,0
POS.,0
Article,0
Incoterms,0
DAP GELEEN,0
Quantity,0
Type,0
Unit,0
"10 ""00007-04",0
"1.280,oo",0
"30.720,oo",0
Currency,0
ADIPIC ACID BIGBAG IOOOKG,0
Country of origin of goods: China,0
HS Code : 29171200,0
Exemption export - article 146 Council Directive 2006/112/EC.,0
GENERAL CONDITIONS OF SALE:,0
"""http://wm.arpadis.com/sales-and-purchase-conditionsn",0
Deze vomering werd gecedeerd aan,0
KBC Commercial finance nv,0
Haventaan,0
1080,0
KBC Comrnerical Finance ny moet onmiddellijk,0
verwitti d worden van elk dlspuuLÄ,0
eL:+32 2 64S 39 11 : +322 646 06 89,0
Email: disnfikbccomnn.be,0
Betalinu kan slechts gescfieden aan,0
KBC Commercial Finance nv op rekening:,0
[BAN:BE18 1310 2374 4965,0
BIC:KREDBEBB,0
BE31387/N,0
: 31.05.2019,0
KBC Commercial Finance NV,0
Belgium,0
NC : 731-0237449-65,0
SWIFT : KREDBEBB,0
IBAN : BE18731023744965,0
Value,0
90032910,0
Buyer :,0
102161,0
PAGE 1/1,0
Intemal Ref.,0
90000516,0
ARPADIS BENELUX N.V.,0
DESGUINLEI 88 A,0
2018 ANTWERP,0
BELGIUM,0
Contact Person : Ingrid Neefs,0
Tel. +32 (3)2 06 93 81 - Fax + 32 (3)2 33 72 07,0
07.03.2019,0
DSM ENGINEERING PLASTICS BV,0
URMONDERBAAN 22,0
6167 RD GELEEN,0
Netherlands,0
Contact Person : Wia van Hulst,0
Tel.+ 31 (6) 30 04 23 54,0
Email : Wia.Hulst-van@dsm.com,0
Email: i.neefs@arpadis.com,0
Delivery address,0
DSM ENGINEERING PLASTICS STANYL,0
"CHEMELOT ENTRANCE GAT 6,",0
PRINS MAURITSLAAN 220,0
"6167 RC,GELEEN",0
Netherlands,0
Country of origin of goods,0
CN,0
Pos. Article,0
Incoterms,0
DAP GELEEN,0
Quantity,0
Type,0
Unit,0
10 AA00007-04,0
"1.280,oo",0
"30.720,00",0
Currency,0
ADIPIC ACID BIGBAG IOOOKG,0
Country of origin of goods: China,0
HS Code : 29171200,0
Exemption export - article 146 Council Directive 2006/112/EC.,0
GENERAL CONDITIONS OF SALE;,0
"""http://wow.arpadis.com/sales-and-purchase-conditionsn",0
Deze vordering werd gecedeerd aan,0
KBC Commercial nuance ny,0
Havenlaan 6,0
1080 Brussel - BelgtE,0
KBC Commerical Finance.nv moeteægellijk,0
verwittigd worden Van elk disptiüt.,0
2 645 39 11 - :t32 2 646 06 89,0
Email:disn kbecomnn.be,0
kan slechts gescßeden aan,0
KBC Commercial Finance nv op rekening:,0
'LBAN:BE18 7310 2374 4965,0
BIC:KREDBEBB,0
: 31.05.2019,0
KBC Commercial Finance NV,0
Belgium,0
NC : 731-0237449-65,0
SWIFT : KREDBEBB,0
IBAN : BE18731023744965,0
Value,0
BE31381fN,0
90032894,0
102161,0
Buyer :,0
PAGE 1/1,0
Internal Ref.,0
90000504,0
ARPADIS BENELUX N.v.,0
DESGUINLEI 88 A,0
2018 ANTWERP,0
BELGIUM,0
Contact Person : Ingrid Neefs,0
Tel. + 32 ( 3) 2 06 93 81 - Fax + 32 ( 33 72 07,0
28.02.2019,0
DSM ENGINEERING PLASTICS BV,0
URMONDERBAAN 22,0
6167 RD GELEEN,0
Netherlands,0
Contact Person : Wia van Hulst,0
Tel.+ 31 (6) 30 04 23 54,0
Email : Wia.Hulst-van@dsm.com,0
Email: i.neefs@arpadis.com,0
Delivery address,0
DSM ENGINEERING PLASTICS STANYL,0
"CHEMELOT ENTRANCE GAT 6,",0
PRINS MAURITSLAAN 220,0
"6167 RC,GELEEN",0
Netherlands,0
Country of origin of goods,0
CN,0
Pos. Article,0
Incoterms,0
DAP GELEEN,0
Quantity,0
Type,0
Unit,0
10 AA00007-04,0
"1.280,oo",0
"30.720,00",0
Currency,0
ADIPIC ACID BIGBAG IOOOKG,0
Country of origin of goods: China,0
HS Code : 29171200,0
Exemption export - article 146 Council Directive 2006/112/EC.,0
GENERAL CONDITIONS OF SALE:,0
"""http:mww.arpadis.com/sales-and-purchase-conditionsn",0
"Deze vomering werd gecedeerd aan ,",0
•KBC Comm«cia.l flnzhce uv,0
Haveüan 6,0
1080 Brugel - BelgiE,0
KBC Commerieal Finance nv moet onmiddellijk,0
vemittigd worden van elk dispuut.,0
reL:+32 2 645 39 Fax +32 2 646 06 89,0
Betaling kan slechts gescßeden aan,0
Email:disn kbccomftn.be,0
KBC Commercial Finance nv OD rekening:,0
4965,0
BIC:KREDBEBB,0
BU1387/N,0
: 31.05.2019,0
KBC Commercial Finance NV,0
Belgium,0
NC : 731-0237449-65,0
SWIFT : KREDBEBB,0
IBAN : BE18731023744965,0
Value,0
"AZL Aachen GmbH, Campus Boulevard 30. 52074 Aachen",0
DSM Engineering Plastics B.V. (EU),0
fss- ostoffice.dbs dsm.com,0
Financial Service Center,0
6130 AA SITTARD,0
NIEDERLANDE,0
REI 94593,0
4702043535,0
"Pos,""",0
1,0
01.03.2019,0
Project:,0
2018-189-001,0
Aachen GmbH,0
Campus Boulevard 30,0
Block 4th Floor,0
52074 Aachen,0
HRB 17948,0
Managing Directors,0
Dr.-Ing. Michael Emonts,0
Dr.-Ing. Kai Fischer,0
Contact:,0
Tel.: + 49 241 80 - 24500,0
Tel.: + 49 241 80 27105,0
"anti XUnit,price",0
Official Partnership,0
from 2020-01-01 until 2020-12-31,0
"10.000,00",0
Sum,0
7.0382019,0
01.01.20-31.12.20,0
otaljprice,0
Reverse Charge: NL820981060B01,0
Account information:,0
AZL Aachen GmbH,0
Sparkasse Aachen,0
BIC:AACSDE33XXX,0
IBAN: DE66 3905 0000 1071 1741 79,0
With kind regards,0
ng. Michael E onts,0
Geschäftsführer AZL Aachen GmbH,0
Seite 1 von 1,0
"AZL Aachen GmbH, Campus Boulevard 30.52074 Aachen",0
DSM Engineering Plastics B.V. (EU),0
fss- ostoffice.dbs dsm.com,0
Financial Service Center,0
P.c Box 54889,0
6130 AA SITTARD,0
NIEDERLANDE,0
REI 94592,0
4702043535,0
Aachen GmbH,0
Campus Boulevard 30,0
"Block 3B, 4th Floor",0
52074 Aachen,0
HRB 17948,0
Managing Directors,0
Dr.-Ing. Michael Emonts,0
Dr.-Ing. Kai Fischer,0
Contact:,0
Claudia Molitor,0
Tel.: + 49 241 475735-10,0
info azl-aachen mbh.de,0
07.03.2019,0
01.03.2019,0
Project:,0
201 a-189-001,0
-43,0
Supplier:,0
1,0
t'öh,0
D,0
Official Partnership,0
from 2019-01-01 until 2019,0
Lan i,0
"1,00",0
Sum,0
"10.000,oo",0
rotal'r,0
Reverse Charge: NL820981060B01,0
Account information:,0
AZL Aachen GmbH,0
Sparkasse Aachen,0
BIC:AACSDE33XXX,0
IBAN: DE66 3905 0000 1071 1741 79,0
With kind regards,0
r.-lng. Mic el Emonts,0
Geschäfts • hrer AZL Aachen GmbH,0
Seite 1 von 1,0
PricewaterhouseCoopers Belastingadviseurs N. V.,0
Thomas R. Malthusstraat 5,0
1066 JR Amsterdam,0
1006 BJ Amsterdam,0
pwc,0
Confidential,0
DSM Engineering Plastics B.V.,0
attn. Financial Service Center,0
6130 AA Sittard,0
Contact person,0
18-Dec-18,0
2-Jan-19,0
38343720,0
NAA38343720 - 31006402,0
NL004184543B01,0
Claudia Buysing Damsté,0
DSM Engineering Plastics B.V.,0
Urmonderbaan 22,0
6167 RD Geleen,0
Netherlands,0
www.pwc.nl,0
Tel.,0
Fax,0
E-mail,0
Bank name,0
IBAN,0
Swift code,0
Bank name,0
IBAN,0
Swift code,0
NL 811099775B01,0
+31 (o) 88792 8766,0
+31 (o) 88792 9707,0
collections@nl.pwc.com,0
ABN AMRO,0
NL76 ABNA 0521 0928 92,0
ABNANL2A,0
ING Bank N.V.,0
NL35 INGB 0655 0677 44,0
INGBNL2A,0
"4-990,65",0
"1.048,04",0
"6.038,69",0
"34180284), PricewaterhouseCoopers Advisory N.V_ (Chamber of Commerce 34180287), PwC Strategy& (Netherlands) B.V. (Chamber of Commerce 33192455),",0
"PricewaterhouseCoopers Compliance Services B.V. (Chamber of Commerce 51414406), PricewaterhouseCoopers Pensions, Actuarial & Insurance Services B.V. (Chamber of Commerce",0
which have also been filed at the Amsterdam Chamber of Commerce.,0
Pagina 1 van 2,0
pwc,0
Description,0
"10, 2018;",0
"Our email of December 6, 2018, with our memo for Dutch Customs Authorities;",0
"Our meeting of December 10, 2018, with Mr Visser and Mr Van den Bungelaar and Dutch Customs",0
Authorities.,0
"2.750,oo",0
"2.750,oo",0
"577,50",0
"3-327,50",0
"34180284), PricewaterhouseCoopers Advisory N.V_ (Chamber of Commerce 34180287), PwC Strategy& (Netherlands) B.V. (Chamber of Commerce 33192455),",0
"PricewaterhouseCoopers Compliance Services B.V. (Chamber of Commerce 51414406), PricewaterhouseCoopers Pensions, Actuarial & Insurance Services B.V. (Chamber of Commerce",0
which have also been filed at the Amsterdam Chamber of Commerce.,0
Pagina 2 van 2,0
* A. Schulman,0
DSM Engineering Plastics BV,0
14097.000 KG,0
's-Gravendeel B. V.,0
Mijlweg 7,0
NL- 3295 KG Is-Gravendeel,0
Tel: +31 (0)78 6738111,0
VAT-ID Nr: NLOO 13.19.152.B01,0
Bank of America NL53 BOFA 0266 543324 - BIC: BOFANLNX,0
SSC Department PEP,0
Postbus 5489,0
6130 PL Sittard,0
THE NETHERLANDS,0
1 19001005,0
60 DAYS NEC,0
Country of Departure,0
THE NETHERLANDS,0
DSM Engineering Plastics BV,0
Nijbracht 8,0
Balie: DM2,0
7821 CA Emmen,0
THE NETHERLANDS,0
7/3/2019,0
23907,0
1,0
6/5/2019,0
Countrv of Destination,0
60113,0
NL004184543B01,0
THE,0
45162 19196511,0
GRA DSM ENGINEERING PLASTIC,0
NATURAL PWDR,0
TBDM,0
NETHERLANDS,0
ARNITEL cm05,0
ORBAG 20,0
Delivery Terms,0
Transport Mode,0
TRUCK,0
QUANTITY,0
1.000 KG,0
. 3100,0
595,0
Finished product: Arnitel CM551 poeder,0
45162 PPP-CLEAN,0
ICO CLEANING CHARGES,0
N/A,0
21.0000 % OVER,0
4965.07,0
1,0
